onu_id,fiber_length_km,split_ratio,network_load,packet_size_bytes,packets_per_sec,traffic_rate_mbps,buffer_occupancy,bandwidth_allocated_mbps,queue_delay_ms,latency_ms,jitter_ms,received_power_dbm,snr_db,ber,traffic_type,congestion,fault_event
3,13.92,32,0.7,872.64,284.93,5.078,37.88,6.219,1.266,4.902,0.123,-16.794,23.546,0.000967866920768544,gaming,0,0
32,6.97,32,0.453,156.01,271.04,3.139,15.09,3.591,4.313,4.681,0.718,-19.764,24.062,0.0006201637909044272,web,0,0
1,8.5,32,0.917,855.6,252.07,3.75,35.86,3.614,5.604,7.327,1.099,-19.355,27.759,0.00020191197686947264,web,0,0
1,7.68,32,0.458,1067.88,263.44,6.791,49.71,9.953,4.408,6.251,0.587,-17.364,22.677,0.0007568403058353139,video,0,0
10,12.46,32,0.604,610.41,202.33,3.523,30.32,3.8,4.01,3.995,0.748,-17.424,21.78,0.001182557401160538,gaming,0,0
10,14.23,32,0.268,901.23,163.65,3.51,31.68,3.922,3.735,6.616,0.813,-16.335,26.126,0.00020926295511342576,web,0,0
13,17.95,32,0.546,827.73,178.99,3.578,38.9,4.348,3.702,3.897,0.64,-19.136,21.223,0.001618343226381598,gaming,0,0
11,8.49,32,0.27,877.08,122.9,3.374,35.57,3.917,2.959,7.071,0.749,-18.188,24.4,0.0004899540031354896,web,0,0
6,6.49,32,0.252,1008.36,215.1,5.816,48.34,5.849,3.896,7.955,0.57,-16.609,26.981,0.00017944944174361874,video,0,0
4,14.97,32,0.524,326.54,140.85,1.297,14.74,1.376,1.384,7.166,0.268,-19.065,21.093,0.0019816906130565486,iot,0,0
6,11.19,32,0.808,1203.37,270.62,6.654,72.89,10.305,5.884,11.164,1.296,-17.141,21.435,0.0016632705702033044,video,0,0
32,8.27,32,0.206,827.81,140.09,3.173,42.22,3.324,2.903,4.408,0.564,-19.264,23.113,0.0008011735331269093,web,0,0
6,1.77,32,0.589,745.74,111.06,2.069,34.35,2.511,3.712,5.174,0.75,-19.224,26.518,0.00036242530006209007,web,0,0
19,10.5,32,0.694,415.14,151.87,1.143,28.71,1.789,3.315,5.441,0.769,-21.055,23.785,0.0008714240213646036,iot,0,0
3,14.44,32,0.304,701.5,150.19,1.842,24.52,1.52,3.516,9.002,0.784,-18.913,26.365,0.0002690428069635284,web,0,0
27,19.48,32,0.62,716.29,200.45,3.297,42.01,3.42,5.706,7.818,0.883,-19.229,20.256,0.0020608130690569874,web,0,0
8,7.84,32,0.542,657.31,303.43,5.299,47.17,7.043,2.949,6.952,0.615,-20.605,21.878,0.0009538835440303737,gaming,0,0
20,4.1,32,0.564,1232.44,259.55,0.759,19.35,1.046,3.564,3.582,0.866,-18.373,27.322,0.00028400122102994026,web,0,0
18,1.06,32,0.609,778.24,212.76,2.3,9.77,3.501,5.098,6.586,0.837,-15.968,25.642,0.000496929549576484,web,0,0
20,11.19,32,0.502,794.06,230.57,2.746,42.86,4.637,5.213,6.443,1.19,-19.24,24.594,0.0006235191068717882,web,0,0
30,11.74,32,0.742,789.56,235.63,2.752,45.6,3.754,3.561,7.734,0.821,-15.701,24.078,0.0005755739326784846,web,1,0
10,6.5,32,0.587,788.09,303.97,3.241,28.58,4.658,2.794,4.828,0.148,-14.964,24.638,0.0005856735148401702,web,0,0
20,3.25,32,0.456,695.59,186.91,4.826,38.07,6.269,3.478,5.266,0.318,-20.368,24.85,0.0004892250990440327,video,0,0
23,11.0,32,0.388,493.29,206.37,5.246,38.51,6.284,1.982,5.846,0.795,-17.363,22.717,0.0011625555344439808,gaming,0,0
15,14.84,32,0.646,723.36,273.09,5.232,55.97,5.322,5.08,10.456,0.756,-18.023,20.355,0.0023147543529247203,web,1,0
3,6.41,32,0.705,1070.82,255.33,5.285,43.03,6.556,3.702,6.602,0.396,-20.343,26.149,0.0004171449194910026,video,0,0
20,18.01,32,0.689,554.55,321.51,5.402,68.41,6.665,4.939,9.138,0.712,-17.807,24.56,0.0004895200061653696,video,0,0
18,4.51,32,0.284,675.46,183.53,2.462,38.0,1.524,3.725,5.212,0.485,-14.328,27.146,0.00020046425659357364,web,0,0
26,3.17,32,0.751,475.89,355.38,4.597,55.97,4.998,5.42,8.326,1.007,-15.981,25.541,0.0005115248750329905,gaming,0,0
30,11.56,32,0.252,215.63,105.51,1.14,20.04,1.367,2.255,4.848,0.664,-20.045,24.149,0.00036280534356734293,iot,0,0
9,5.61,32,0.809,872.94,358.3,5.582,47.74,7.191,4.117,5.318,0.547,-14.245,24.984,0.00039656311494620496,video,0,0
17,6.86,32,0.452,1003.19,312.34,5.732,46.75,7.18,4.617,6.01,0.849,-18.522,24.452,0.0005757450649447105,video,0,0
19,6.87,32,0.66,978.87,261.77,6.903,64.94,10.017,4.943,5.45,1.019,-16.624,24.282,0.0007312623513536576,video,0,0
4,18.79,32,0.901,443.33,143.72,1.762,42.45,2.328,3.191,5.549,0.579,-21.693,20.035,0.002745238710158202,iot,0,0
8,8.9,32,0.615,1444.97,357.19,5.572,62.34,5.114,5.65,8.183,1.077,-17.464,25.607,0.0003919840692088607,video,1,0
27,18.27,32,0.403,882.09,316.37,5.784,46.63,5.356,2.407,3.346,0.355,-19.25,23.597,0.0005572703337033063,video,0,0
10,11.74,32,0.392,896.9,269.33,4.289,31.95,6.123,2.012,3.326,0.167,-19.278,24.196,0.0005586626907397059,video,0,0
28,7.99,32,0.707,565.58,229.71,5.599,37.32,8.149,5.25,9.309,0.718,-20.724,24.709,0.00040771773624352886,gaming,0,0
11,17.85,32,0.616,714.32,241.93,3.845,35.91,6.241,3.732,6.429,0.693,-22.47,21.906,0.0012553990053388022,gaming,1,0
19,15.35,32,0.838,1037.62,390.73,5.392,34.23,8.204,4.024,5.405,1.022,-20.72,21.825,0.0012325957263891044,video,1,0
8,18.1,32,0.598,860.61,212.87,3.633,37.48,4.421,4.364,8.559,0.589,-18.184,20.345,0.002088475277641298,web,0,0
10,11.11,32,0.526,829.47,115.07,3.857,43.19,5.711,2.692,7.946,0.199,-19.015,22.173,0.000986331586266683,web,0,0
16,5.52,32,0.553,1105.46,247.64,4.652,35.44,7.092,2.598,5.368,0.035,-23.383,24.982,0.0005365671899719159,video,0,0
8,3.03,32,0.828,1010.28,155.83,4.01,42.6,4.046,4.54,11.422,1.214,-18.862,21.442,0.0015323975044676716,web,1,0
18,7.76,32,0.8,710.83,257.01,4.527,56.56,6.346,3.279,4.909,0.837,-16.732,24.821,0.00037272093479475733,web,0,0
27,12.6,32,0.867,867.05,179.87,4.92,50.14,6.547,4.951,5.619,1.023,-16.052,21.094,0.0015922558425399908,web,1,0
21,16.56,32,0.853,1043.31,252.32,7.448,81.72,8.227,3.381,6.686,0.848,-20.86,17.93,0.0036533984852669147,video,1,0
14,14.58,32,0.235,831.52,217.83,1.386,21.71,2.515,3.074,6.898,0.53,-17.37,24.138,0.00036531620720822353,web,0,0
13,11.02,32,0.396,758.39,305.88,1.731,28.65,1.816,2.281,2.747,0.283,-20.606,26.109,0.00026993166266019554,web,0,0
27,18.21,32,0.896,1076.65,216.93,3.747,30.14,4.507,4.221,7.768,0.846,-19.49,20.917,0.0023411241409500867,gaming,0,0
15,10.13,32,0.932,629.24,218.35,4.449,46.93,6.662,4.935,7.694,0.988,-19.851,24.478,0.0006661104428635565,web,0,0
28,16.49,32,0.669,107.4,70.36,1.318,28.96,1.901,5.398,8.486,0.945,-21.376,20.612,0.0017538165182504793,iot,0,0
30,18.92,32,0.546,456.41,107.41,1.992,21.86,2.456,2.548,6.067,0.428,-19.596,22.564,0.0006969637888234013,iot,0,0
8,4.03,32,0.848,494.81,214.43,5.315,43.83,6.35,7.096,12.857,1.072,-16.909,29.119,0.00012577953870221607,web,1,0
21,17.4,32,0.714,1153.04,307.89,5.567,67.11,7.768,5.186,8.788,0.668,-20.432,17.329,0.0038347102025335957,video,0,0
16,4.32,32,0.645,792.39,269.45,3.977,41.01,3.72,3.543,6.839,0.71,-17.86,20.9,0.0012123582968175631,gaming,0,0
8,4.31,32,0.525,355.44,133.87,2.061,19.04,3.066,1.343,4.929,0.336,-15.399,19.03,0.0038903564669423695,iot,0,0
31,7.27,32,0.269,840.54,136.22,2.631,6.73,1.388,1.307,3.131,0.01,-14.921,23.409,0.0005211174993550544,web,0,0
9,1.29,32,0.455,533.47,269.55,3.917,36.54,5.552,4.006,5.152,0.373,-17.615,27.095,0.0001887990433843843,gaming,0,0
27,16.9,32,0.238,1354.72,279.57,4.399,32.17,6.134,2.298,2.787,0.259,-17.193,22.883,0.0010164316572064418,video,0,0
31,7.53,32,0.532,479.35,140.52,1.812,7.03,3.269,3.256,3.838,1.018,-18.823,21.531,0.0017140444365779804,iot,0,0
17,18.86,32,0.387,298.48,93.81,2.297,22.66,2.562,4.786,10.356,0.592,-20.708,24.548,0.0006408498464498516,iot,0,0
3,9.55,32,0.89,602.57,211.75,5.744,73.8,6.809,6.165,8.704,1.02,-19.882,23.821,0.0009805168447017821,gaming,1,0
24,17.82,32,0.63,495.82,161.83,3.421,29.1,4.449,4.158,5.782,0.555,-19.709,22.326,0.0008444862873910843,web,0,0
21,7.57,32,0.546,435.01,128.82,0.983,27.64,0.759,4.02,8.526,0.215,-18.716,23.816,0.0007063261435121738,iot,0,0
4,13.97,32,0.277,413.33,94.28,1.343,11.56,0.755,0.933,3.81,0.028,-17.307,26.287,0.000275874025853775,iot,0,0
8,14.54,32,0.504,355.93,216.26,4.43,46.83,7.124,2.178,4.5,0.401,-16.77,25.025,0.00047366628308315905,gaming,1,0
20,5.17,32,0.946,882.88,387.12,8.561,70.6,9.805,5.031,7.68,0.983,-20.359,22.575,0.0010923149071529177,video,1,0
24,6.43,32,0.929,955.89,157.3,6.025,46.12,7.942,2.803,5.866,0.651,-17.808,20.971,0.00137912367593049,video,0,0
1,7.57,32,0.436,832.75,217.31,6.588,54.72,10.463,4.971,7.364,0.807,-17.4,23.26,0.0006267296983704389,video,1,0
14,13.22,32,0.641,1153.32,352.4,5.756,58.21,7.491,4.425,7.872,0.947,-19.232,20.267,0.002518520568408522,video,0,0
8,1.85,32,0.503,785.82,177.7,5.834,54.88,5.907,4.489,7.87,0.656,-16.84,27.849,0.00016792387273353068,video,1,0
7,12.03,32,0.563,683.22,330.01,5.381,57.06,5.07,6.432,7.983,0.906,-22.483,27.593,0.0001764678368638123,video,0,0
30,7.08,32,0.353,736.26,232.38,3.161,30.97,3.815,3.938,5.734,0.873,-18.729,26.539,0.0002275684004491353,video,0,0
25,7.38,32,0.61,215.53,126.54,1.003,29.38,1.161,3.483,4.801,0.432,-15.255,27.218,0.00022112238547679236,iot,0,0
7,3.93,32,0.7,971.74,310.22,4.944,35.53,7.417,3.601,8.302,0.568,-16.857,21.452,0.0018162068831961173,web,0,0
16,4.22,32,0.574,890.99,275.53,4.925,33.03,7.033,4.813,6.485,0.858,-17.638,30.131,8.541257139372258e-05,video,0,0
11,16.17,32,0.771,665.66,298.31,2.657,42.86,3.716,4.004,6.795,0.988,-18.759,23.884,0.0007173569318933771,gaming,0,0
25,8.12,32,0.841,380.04,263.48,3.736,40.5,4.766,4.3,5.178,0.674,-19.966,22.897,0.0008091180513260534,gaming,1,0
1,5.67,32,0.448,141.56,159.5,1.619,26.6,1.547,2.507,6.811,0.546,-14.443,30.001,0.0001028530377721541,iot,0,0
31,15.63,32,0.296,951.39,310.93,5.277,40.41,6.621,4.215,5.241,1.02,-18.217,22.737,0.0008831458256743783,video,0,0
29,8.15,32,0.84,857.45,151.02,2.424,47.15,3.335,5.386,7.615,1.152,-18.69,25.231,0.0005132882659162878,web,0,0
22,7.94,32,0.624,1087.79,266.63,6.417,63.21,8.322,2.818,3.951,0.432,-15.114,29.587,0.00013704598694434426,video,0,0
20,13.35,32,0.261,964.84,218.88,3.051,41.25,4.87,4.555,6.868,0.442,-18.66,24.376,0.000441629694592343,web,0,0
19,14.87,32,0.641,652.62,228.02,4.169,42.22,6.985,4.026,7.031,0.431,-20.644,21.767,0.0011364083048381176,web,1,0
16,5.73,32,0.752,481.17,274.33,3.306,22.87,3.367,3.222,6.314,0.607,-15.339,22.123,0.001535787126691895,web,0,0
21,18.21,32,0.437,377.28,246.73,2.82,51.19,2.995,4.235,6.746,0.459,-22.094,22.513,0.0009231554816388382,web,1,0
20,13.78,32,0.739,1095.84,322.79,5.251,66.66,5.565,3.617,8.652,0.798,-19.632,21.21,0.0014041041483671968,video,1,0
20,6.91,32,0.837,414.66,147.67,0.842,6.67,1.226,2.045,3.682,0.526,-18.484,24.025,0.0006847096270242367,iot,0,0
10,13.72,32,0.491,587.14,176.51,2.607,20.35,3.276,3.368,6.565,0.564,-19.223,19.292,0.0025843853414405193,web,0,0
24,3.55,32,0.23,1389.91,234.68,5.772,32.15,7.827,2.899,5.75,0.379,-17.696,24.069,0.0005722174154640885,video,1,0
18,16.83,32,0.207,1338.17,271.05,6.82,48.78,7.615,2.676,6.621,0.453,-17.831,28.151,0.000182551568355167,video,1,0
9,12.98,32,0.949,746.09,212.15,3.264,49.27,4.333,4.077,8.352,0.915,-19.794,23.07,0.0009058203956532403,web,0,0
1,8.98,32,0.45,399.99,95.59,1.263,0.0,0.958,2.947,3.69,0.629,-16.344,23.296,0.0009720716441048897,iot,0,0
2,18.3,32,0.266,1100.72,256.78,4.703,30.19,5.976,1.939,4.257,0.075,-20.245,20.693,0.002016744126769041,web,0,0
31,13.28,32,0.227,705.39,212.89,4.544,37.05,6.354,3.578,5.319,0.45,-21.295,23.648,0.0004828848941000313,gaming,0,0
21,13.45,32,0.763,823.76,206.51,6.778,54.44,10.126,5.454,7.259,1.224,-19.143,18.384,0.0030477354575526986,video,0,0
24,7.29,32,0.839,802.7,323.38,2.812,29.89,4.854,4.767,9.002,1.023,-17.821,25.65,0.00028837652033121303,gaming,1,0
19,8.32,32,0.695,638.87,305.34,6.394,54.08,8.326,6.038,10.612,0.859,-23.058,25.428,0.0004622554776614173,video,1,0
29,14.75,32,0.364,1085.07,171.29,4.323,43.15,5.282,2.784,3.665,0.354,-20.152,22.744,0.0010889924080440742,web,0,0
16,11.01,32,0.283,1081.57,274.1,5.371,25.73,8.293,4.084,5.936,0.601,-17.215,24.837,0.00042152849611884436,video,0,0
28,1.3,32,0.868,357.31,253.65,4.554,29.18,6.429,3.046,3.486,0.541,-15.287,27.312,0.00022116106414257094,gaming,0,0
28,18.49,32,0.295,1022.43,265.09,4.004,33.27,5.429,4.744,8.402,0.861,-17.02,20.873,0.0017885928319564248,video,0,0
21,13.85,32,0.867,318.4,67.83,1.371,28.38,1.868,5.369,10.945,0.718,-16.474,21.091,0.0023030122366963285,iot,0,0
25,5.09,32,0.584,658.46,186.37,4.847,61.9,4.846,5.227,5.986,0.559,-17.56,25.967,0.00034046154867683413,gaming,0,0
20,18.87,32,0.211,64.0,93.56,0.758,18.36,0.577,1.511,5.53,0.583,-21.349,22.81,0.0008052347314751146,iot,0,0
21,7.83,32,0.223,817.94,185.23,1.947,21.45,1.785,3.602,4.332,0.391,-17.772,25.95,0.00025114149127068274,web,0,0
26,3.53,32,0.305,499.44,93.4,1.969,6.33,2.976,2.782,4.517,0.428,-16.694,27.1,0.00022946519294068837,iot,0,0
31,10.4,32,0.35,1207.4,228.98,3.535,35.74,3.985,1.366,2.556,0.454,-17.949,22.251,0.001176132707124005,video,0,0
7,2.87,32,0.857,1319.1,212.18,5.603,71.9,6.927,4.926,7.891,1.008,-13.868,25.093,0.0005339858182793807,video,0,0
3,3.67,32,0.545,999.06,316.7,6.466,68.97,9.895,4.793,7.083,0.656,-18.514,25.176,0.0003476368968960698,video,1,0
8,2.39,32,0.698,466.75,154.51,1.967,33.64,2.738,3.481,5.781,0.52,-18.1,26.057,0.00029568905728175906,iot,0,0
24,6.58,32,0.46,1362.14,356.65,1.644,25.05,2.511,2.639,1.464,0.556,-16.978,25.278,0.000511955098367951,video,0,0
16,5.29,32,0.349,707.15,205.77,2.859,36.19,4.236,2.139,3.845,0.027,-16.089,24.393,0.0005783407651361653,web,0,0
8,3.33,32,0.743,768.78,261.43,4.046,42.45,5.823,4.37,7.923,0.856,-19.328,28.523,0.00018335582453996529,web,1,0
21,15.25,32,0.394,356.46,285.3,3.553,46.05,3.048,3.219,4.669,0.465,-20.564,23.691,0.0007121234429967266,gaming,0,0
30,5.67,32,0.942,710.88,379.15,5.696,53.89,6.256,4.517,8.558,0.636,-21.85,23.805,0.0006580296076062137,video,1,0
11,15.76,32,0.744,744.25,311.81,5.426,50.9,6.028,3.99,5.129,0.597,-24.425,22.055,0.0009696910823285248,gaming,0,0
8,12.41,32,0.415,1212.06,243.78,6.857,40.5,9.727,2.727,7.522,0.538,-20.384,21.829,0.0015554489622248877,video,0,0
25,6.78,32,0.292,882.15,314.58,4.543,27.07,4.178,3.602,6.577,0.802,-17.645,26.447,0.0003355643155888478,video,0,0
5,6.77,32,0.644,774.0,355.78,4.682,38.35,4.61,3.309,5.494,0.506,-17.094,24.887,0.0005756380098571458,gaming,0,0
17,9.64,32,0.934,101.87,100.12,1.785,21.62,3.179,2.269,3.798,0.558,-18.457,22.468,0.0012996727188920904,iot,0,0
8,4.04,32,0.354,1126.15,187.59,5.59,46.2,6.375,2.315,1.652,0.319,-16.457,27.442,0.00014104507076116067,video,0,0
15,5.03,32,0.324,1149.37,253.5,6.554,69.85,7.303,4.941,6.354,0.468,-17.462,25.702,0.00038848097116996624,video,1,0
12,15.84,32,0.694,698.82,203.15,4.364,41.9,5.514,4.055,6.369,0.801,-22.191,25.809,0.00041450111790199145,web,0,0
32,17.12,32,0.539,1347.72,244.88,4.694,50.4,6.126,5.217,8.475,0.511,-21.929,23.31,0.0006776301112860389,video,0,0
30,11.57,32,0.553,915.57,268.26,3.857,38.15,4.87,2.384,1.846,0.426,-16.686,25.953,0.00029678736831925575,video,0,0
11,11.14,32,0.41,1034.62,270.8,6.631,49.19,6.936,4.605,7.199,0.808,-20.571,26.302,0.0002332745401271444,video,0,0
11,5.65,32,0.221,228.31,106.96,2.015,21.28,2.45,4.169,6.903,0.76,-15.801,24.949,0.00047459430043179023,web,0,0
16,14.72,32,0.643,831.41,323.25,3.423,32.28,5.486,2.828,4.577,0.543,-19.71,21.762,0.0012077511758634722,web,0,0
23,10.73,32,0.344,1022.99,128.26,2.309,31.17,3.275,3.514,5.75,0.317,-17.919,26.942,0.0002193195315253372,web,0,0
4,14.19,32,0.24,505.76,232.07,6.321,54.84,8.091,3.059,6.918,0.672,-20.663,24.032,0.0006602339228011278,video,0,0
21,16.66,32,0.265,176.5,174.98,3.216,23.42,4.996,4.154,6.369,0.247,-22.415,24.966,0.00046173858373120004,gaming,0,0
18,8.38,32,0.517,192.43,138.83,1.127,19.55,1.887,3.15,5.319,0.473,-16.66,24.573,0.0005108142922516007,iot,0,0
2,4.25,32,0.903,637.04,255.35,4.727,47.2,5.788,3.048,5.122,0.364,-18.132,23.336,0.0006370663447158376,gaming,1,0
30,7.87,32,0.277,426.58,180.22,3.924,39.27,5.087,3.076,6.247,0.235,-16.98,27.504,0.00014261216638201138,gaming,0,0
8,8.95,32,0.893,1022.28,288.83,6.474,64.63,9.483,5.553,7.762,1.198,-18.808,25.341,0.000600757672522989,video,1,0
3,3.3,32,0.271,382.56,237.0,4.932,30.85,7.789,3.918,6.682,0.32,-20.772,26.54,0.00023625488104926128,gaming,0,0
32,5.84,32,0.818,785.97,187.21,2.83,44.82,3.205,5.065,7.698,0.513,-18.118,26.832,0.00023038043710126862,web,1,0
13,14.93,32,0.293,1144.01,192.33,4.714,24.71,5.177,3.727,7.828,0.659,-17.512,20.041,0.002050063619945013,video,0,0
11,15.31,32,0.53,828.79,133.36,4.178,55.37,6.222,3.439,6.666,0.576,-19.546,22.132,0.0012204161100748566,web,0,0
27,10.52,32,0.418,738.1,251.57,2.549,38.92,2.781,3.682,6.651,0.924,-16.393,23.934,0.000597396948590584,gaming,0,0
8,6.45,32,0.737,845.18,262.88,5.791,57.59,8.184,3.653,5.771,0.301,-18.905,24.169,0.0005947153196485327,video,0,0
9,18.69,32,0.909,598.51,444.53,4.782,63.78,6.731,6.671,10.805,1.353,-22.306,22.135,0.0010024594314594843,video,0,0
10,19.04,32,0.526,963.27,307.87,4.287,40.33,5.886,3.802,6.998,0.545,-22.021,21.232,0.001095400764032844,gaming,0,0
29,17.33,32,0.651,1178.69,254.94,5.939,51.76,9.065,2.641,7.663,0.426,-20.229,23.465,0.0007800937346574727,video,0,0
30,6.25,32,0.938,1303.84,276.78,7.003,56.04,9.502,6.04,9.552,1.368,-18.577,22.432,0.0012894814708097337,video,1,0
16,16.14,32,0.371,757.23,192.78,5.626,42.28,8.187,5.968,10.143,0.725,-17.136,18.488,0.002604408695756125,video,0,0
11,13.38,32,0.241,1019.37,165.26,5.311,36.69,6.297,3.591,5.803,0.476,-20.216,22.515,0.0009160593071225484,video,0,0
21,1.26,32,0.32,171.33,80.51,1.339,12.89,1.144,2.127,5.505,0.239,-15.161,28.922,9.19994268170399e-05,iot,0,0
14,12.92,32,0.546,475.95,246.81,5.65,45.93,8.746,5.148,12.576,0.714,-16.833,23.122,0.00087800986045237,gaming,1,0
5,13.51,32,0.677,981.77,356.28,3.855,35.34,6.198,6.374,8.623,1.144,-15.21,22.936,0.0007851231883733383,video,0,0
5,7.77,32,0.584,1171.35,306.95,6.865,60.47,6.772,3.222,3.07,0.449,-15.353,27.135,0.00022019325518231558,video,0,0
8,3.75,32,0.836,612.54,279.27,5.279,31.75,6.859,5.924,7.819,0.867,-17.221,21.341,0.0017420932569485392,video,0,0
8,5.15,32,0.237,427.47,83.15,1.124,10.78,1.572,0.862,4.267,0.045,-21.192,24.4,0.0004681275687593551,iot,0,0
10,14.33,32,0.931,1174.92,224.35,6.568,70.78,7.397,5.627,8.862,0.929,-17.338,26.209,0.00042197294312547827,video,0,0
28,7.47,32,0.4,790.24,154.16,3.572,24.18,3.334,2.723,6.141,0.348,-21.398,21.605,0.0014111010487410027,web,0,0
10,7.21,32,0.623,553.87,261.29,4.343,40.75,5.342,4.776,6.447,0.79,-20.221,27.316,0.0002532790376370265,gaming,0,0
15,2.18,32,0.406,985.0,309.23,3.839,20.6,3.739,4.597,7.075,0.777,-18.867,24.652,0.0006261105132077618,gaming,1,0
21,18.26,32,0.713,1025.06,121.67,2.347,38.73,1.963,3.303,8.443,0.386,-22.242,22.265,0.001325930373979802,web,0,0
2,15.87,32,0.348,637.6,175.67,5.268,46.09,8.751,4.936,8.395,0.902,-19.917,23.002,0.0007469132890593681,video,0,0
22,2.05,32,0.891,359.14,113.69,0.84,24.43,1.503,3.713,6.921,0.463,-19.432,22.174,0.0010902085034264028,iot,0,0
22,13.74,32,0.517,711.58,118.53,4.274,63.03,4.849,4.795,5.883,0.803,-20.832,24.328,0.0004993040812570513,web,1,0
9,5.85,32,0.928,206.28,97.63,1.652,29.89,2.46,4.224,3.066,0.689,-15.036,18.335,0.004138384960464726,iot,0,0
26,4.85,32,0.85,690.98,241.23,4.285,47.17,6.863,4.71,7.775,0.593,-17.204,23.156,0.0008500499093098895,web,0,0
13,11.27,32,0.67,926.88,282.01,5.322,46.48,6.62,5.465,8.128,1.025,-17.821,20.397,0.002348384385143693,video,0,0
22,13.0,32,0.866,376.38,131.29,1.124,29.82,0.721,3.715,7.362,0.659,-20.272,23.884,0.0007727751034123202,iot,1,0
18,19.62,32,0.442,720.76,253.52,4.994,57.42,7.996,4.779,9.017,0.702,-19.224,21.001,0.0010873740673005986,video,0,0
1,9.9,32,0.256,229.79,126.35,1.307,20.52,2.402,2.515,4.697,0.246,-15.822,25.383,0.0003029920299366281,iot,0,0
23,12.48,32,0.624,686.68,268.23,5.267,39.24,7.201,4.039,4.056,0.522,-20.375,21.391,0.0010539302321610398,gaming,1,0
1,3.04,32,0.395,244.29,125.72,1.835,7.88,2.034,1.914,3.584,0.689,-16.168,26.889,0.0002598815930444647,iot,0,0
15,11.21,32,0.8,1285.78,313.31,4.903,58.91,6.319,5.166,9.056,0.972,-18.288,21.005,0.0022179853347463288,video,0,0
31,9.1,32,0.555,769.07,218.49,4.578,57.36,7.363,4.996,5.933,1.04,-18.202,28.49,0.00014957889982924102,video,1,0
26,19.55,32,0.421,651.58,237.4,3.595,41.09,4.134,2.26,5.608,0.259,-23.1,22.408,0.0012634070505411668,gaming,0,0
21,4.39,32,0.747,621.78,216.19,3.665,38.02,4.571,4.381,3.963,0.827,-17.009,23.962,0.0006342597537175572,web,0,0
23,9.44,32,0.502,800.0,233.02,4.89,45.55,7.703,3.949,3.062,0.517,-19.852,26.811,0.000325871859325109,gaming,0,0
16,17.97,32,0.576,292.18,145.26,1.536,19.68,1.658,2.777,1.29,0.534,-17.429,20.464,0.0017897461922057197,iot,0,0
29,1.65,32,0.757,642.05,211.25,3.55,51.66,5.885,2.817,5.198,0.469,-18.282,26.818,0.0002881081333588732,web,0,0
27,8.89,32,0.928,212.86,89.45,1.014,0.0,1.1,3.811,6.341,0.682,-18.231,23.121,0.000851984866808179,iot,0,0
5,12.89,32,0.357,861.68,215.1,2.316,15.56,2.53,1.428,3.79,0.364,-18.026,22.39,0.0012771607528027477,web,0,0
31,8.9,32,0.907,607.69,185.61,0.901,22.76,1.017,3.459,5.63,0.509,-16.842,24.72,0.0006951632341287782,iot,1,0
6,11.37,32,0.414,1058.55,240.68,4.998,22.25,6.18,3.164,4.989,0.288,-20.664,27.245,0.00016809375430221744,video,0,0
20,13.87,32,0.335,575.02,154.44,4.362,32.53,5.333,3.084,7.78,0.841,-16.332,21.297,0.001347244964264461,web,0,0
32,13.46,32,0.907,715.98,286.32,3.883,35.27,6.092,4.512,8.389,0.808,-18.881,26.758,0.00036311038062412893,web,0,0
14,3.54,32,0.628,800.31,209.53,3.977,39.42,4.398,2.849,6.587,0.98,-14.869,28.102,0.00016750601718719743,web,1,0
5,13.64,32,0.341,806.67,118.3,4.0,47.61,6.363,3.584,4.579,0.359,-18.718,20.819,0.0017556523116051275,web,0,0
15,6.79,32,0.543,578.74,99.0,1.519,26.38,1.883,3.827,4.354,0.667,-18.707,26.142,0.00038509031638453054,iot,0,0
7,15.04,32,0.768,580.26,252.21,3.313,27.97,3.698,5.406,10.042,1.136,-16.741,23.94,0.0008572763180120794,gaming,0,0
12,3.34,32,0.699,715.38,386.03,4.142,49.64,4.378,4.529,6.005,1.008,-18.116,26.159,0.00038646015469020355,video,0,0
28,11.11,32,0.767,657.76,248.05,3.628,36.03,5.203,5.126,6.534,0.768,-19.627,24.975,0.0006175744859719791,web,0,0
3,3.24,32,0.685,1044.01,171.64,3.163,22.23,4.778,2.971,7.367,0.529,-20.272,25.01,0.000450597306295809,web,0,0
22,15.5,32,0.797,675.41,167.38,6.207,42.25,8.891,5.932,9.695,1.019,-21.792,21.019,0.00203019168160174,video,0,0
19,11.43,32,0.518,1390.62,247.43,5.292,67.22,7.378,6.841,9.966,1.058,-20.412,22.595,0.0009438539636538116,video,0,0
21,7.69,32,0.406,749.45,199.63,4.028,28.53,4.275,3.298,5.777,0.323,-17.223,25.913,0.00034348949330239296,web,0,0
31,10.4,32,0.288,746.08,346.35,2.821,27.0,4.537,1.856,4.124,0.01,-20.208,22.269,0.000948534386912318,video,0,0
29,10.34,32,0.255,892.59,338.88,3.664,27.58,3.562,2.235,5.844,0.3,-15.19,22.784,0.0009568472483519428,video,0,0
20,8.77,32,0.467,938.0,331.42,5.773,16.77,7.188,2.006,4.387,0.655,-23.286,20.572,0.0023185260981506473,video,0,0
3,3.23,32,0.569,944.4,213.38,2.57,35.67,3.648,2.258,4.256,0.531,-15.735,23.784,0.0008889375196816103,web,0,0
27,14.89,32,0.493,788.14,229.24,6.209,44.65,8.976,2.366,4.261,0.696,-19.355,20.142,0.0027755689173508025,video,0,0
